"TIME","GEO","GEO_LABEL","SEX","UNIT","AGE","TRAINING","WSTATUS","Value"
"2009","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.0"
"2010","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","23.4"
"2011","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.5"
"2012","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.8"
"2013","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2014","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.8"
"2015","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.9"
"2016","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.8"
"2017","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.6"
"2018","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.4"
"2000","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.1"
"2001","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.3"
"2002","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.9"
"2003","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.1"
"2004","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.5"
"2005","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.5"
"2006","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.0"
"2007","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.9"
"2008","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.7"
"2009","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.2"
"2010","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.0"
"2011","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.5"
"2012","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.0"
"2013","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.8"
"2014","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.6"
"2015","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.6"
"2016","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.3"
"2017","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.4"
"2018","UKD3","Greater Manchester","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.9"
"2000","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.3"
"2001","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.0"
"2002","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.5"
"2003","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.8"
"2004","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.0"
"2005","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.6"
"2006","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.4"
"2007","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.0"
"2008","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.8"
"2009","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.4"
"2010","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.9"
"2011","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.7"
"2012","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.1"
"2013","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.3"
"2014","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.7"
"2015","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.4"
"2016","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.7"
"2017","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.8"
"2018","UKD4","Lancashire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.5"
"2000","UKD6","Cheshire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2001","UKD6","Cheshire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2002","UKD6","Cheshire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2003","UKD6","Cheshire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2004","UKD6","Cheshire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.5"
"2005","UKD6","Cheshire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.2"
"2006","UKD6","Cheshire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.7"
"2007","UKD6","Cheshire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.4"
"2008","UKD6","Cheshire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.3"
"2009","UKD6","Cheshire","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.5"
